sitio,ponto,data,especie,individuo,abund_50,abund_L,altura,comp_raiz,comp_folha,larg_folha,comp_peciolo,larg_caule,grau_herbivoria
Guaraguacu,M7,set./16,Hydrocotyle_leucocephala,1,1,3,12,NA,6.6,9.2,30,NA,0
Guaraguacu,M7,set./16,Hydrocotyle_leucocephala,2,1,3,16,5.3,5.8,7.1,25.4,0.5,1
Guaraguacu,M7,set./16,Hydrocotyle_leucocephala,3,1,3,5,5.6,3.9,3.2,6.3,0.34,2
Guaraguacu,M7,set./16,Lemna_sp,1,1,1,0.01,0.3,0.2,0.5,0,0,1
Guaraguacu,M7,set./16,Lemna_sp,2,1,1,0.01,0.6,0.25,0.4,0,0,0
Guaraguacu,M7,set./16,Lemna_sp,3,1,1,0.01,0.6,0.25,0.3,0,0,0
Guaraguacu,M7,set./16,Ludwigia_grandiflora,1,1,1,35,34.5,4.1,3,1.5,0.4,1
Guaraguacu,M7,set./16,Panicum_acuminatum,1,2,5,54,35,20,3,0.4,0.5,1
Guaraguacu,M7,set./16,Panicum_acuminatum,2,2,5,80,33,22.4,3.4,0.8,0.6,1
Guaraguacu,M7,set./16,Panicum_acuminatum,3,2,5,30,23,11.1,2,0.14,0.64,2
Guaraguacu,M7,set./16,Pistia_stratiotes,1,2,3,5,22,8,5,1,NA,2
Guaraguacu,M7,set./16,Pistia_stratiotes,2,2,3,3,13.6,3.8,3.1,0.9,NA,1
Guaraguacu,M7,set./16,Pistia_stratiotes,3,2,3,3,16.7,3.2,3.5,1.6,NA,3
Guaraguacu,M7,set./16,Salvinia_biloba,1,1,1,0.02,4,1.5,1,0,0.11,2
Guaraguacu,M7,set./16,Salvinia_biloba,2,1,1,0.01,3.6,1.7,1.3,0.4,0.14,1
Guaraguacu,M7,set./16,Salvinia_biloba,3,1,1,0.01,3.2,1.5,1.2,0.4,0.04,2
Guaraguacu,M7,set./16,Urochloa_arrecta,1,5,5,40,11.5,10.5,1.4,0,0.4,4
Guaraguacu,M7,set./16,Urochloa_arrecta,2,5,5,26,7.1,12.1,1.7,0,0.3,3
Guaraguacu,M7,set./16,Urochloa_arrecta,3,5,5,32,5.6,10,1.5,0,0.3,2
Guaraguacu,M8,set./16,Commelina_nudiflora,1,1,1,12,33.3,9.3,3.1,0,0.6,2
Guaraguacu,M8,set./16,Commelina_nudiflora,2,1,2,21,45.6,8.8,2.7,0,0.4,2
Guaraguacu,M8,set./16,Commelina_nudiflora,3,1,2,22,33.6,10.7,3.3,0,0.5,3
Guaraguacu,M8,set./16,Crinum_americanum,1,1,2,77,NA,84,3.9,NA,NA,1
Guaraguacu,M8,set./16,Crinum_americanum,2,1,3,81,NA,92,3.5,NA,NA,1
Guaraguacu,M8,set./16,Crinum_americanum,3,1,1,99,NA,107.7,4.3,NA,NA,1
Guaraguacu,M8,set./16,Cyperus_giganteus,1,4,5,124.5,NA,182,1.1,NA,NA,0
Guaraguacu,M8,set./16,Cyperus_giganteus,2,4,5,199,NA,223.5,1,NA,NA,1
Guaraguacu,M8,set./16,Cyperus_giganteus,3,4,5,293,NA,0.97,1.1,NA,NA,3
Guaraguacu,M8,set./16,Eichhornia_crassipes,1,2,3,14,29,5.9,7.6,15.3,0.75,1
Guaraguacu,M8,set./16,Eichhornia_crassipes,2,2,3,26,21.7,6.2,8.3,16.5,0.7,2
Guaraguacu,M8,set./16,Eichhornia_crassipes,3,2,5,28,38.5,9.5,7.7,26.5,0.7,2
Guaraguacu,M8,set./16,Hydrocotyle_leucocephala,1,2,3,10.5,8.4,3.1,3.7,8.7,0.3,0
Guaraguacu,M8,set./16,Hydrocotyle_leucocephala,2,2,1,19,18.4,6.1,7.7,24.2,0.3,4
Guaraguacu,M8,set./16,Hydrocotyle_leucocephala,3,2,2,40,18.5,8.1,10.5,38.5,0.6,1
Guaraguacu,M8,set./16,Lemna_sp,1,1,1,0.01,0.35,0.35,0.2,NA,NA,0
Guaraguacu,M8,set./16,Lemna_sp,2,1,1,0.01,0.35,0.4,0.2,NA,NA,0
Guaraguacu,M8,set./16,Lemna_sp,3,1,1,0.01,0.35,0.35,0.1,NA,NA,1
Guaraguacu,M8,set./16,Ludwigia_grandiflora,1,1,1,22,11.7,3.4,2.2,0.8,0.35,2
Guaraguacu,M8,set./16,Nymphaea_sp,1,1,5,0.01,38,18,17,108,NA,3
Guaraguacu,M8,set./16,Nymphaea_sp,2,1,4,0.01,NA,14,13.4,74.5,NA,1
Guaraguacu,M8,set./16,Nymphaea_sp,3,1,4,0.01,NA,17.5,16.2,103.5,NA,2
Guaraguacu,M8,set./16,Pistia_stratiotes,1,1,4,0.4,12.5,3,2.9,1.9,0.2,5
Guaraguacu,M8,set./16,Pistia_stratiotes,2,1,2,0.5,2,1.3,0.9,0.2,0.1,1
Guaraguacu,M8,set./16,Pistia_stratiotes,3,1,2,1,26.9,2.9,3,1.2,0.1,5
Guaraguacu,M8,set./16,Urochloa_arrecta,1,2,5,26.5,9.9,14.5,1.8,0,0.3,4
Guaraguacu,M8,set./16,Urochloa_arrecta,2,2,5,74,8.5,14.3,2.1,0,0.4,4
Guaraguacu,M8,set./16,Urochloa_arrecta,3,2,4,75,6.5,11.6,1.7,0,0.3,3
Guaraguacu,M9,set./16,Crinum_americanum,1,2,2,60.5,NA,69.5,3.7,NA,NA,1
Guaraguacu,M9,set./16,Crinum_americanum,2,2,3,75.5,NA,90,5.1,NA,NA,1
Guaraguacu,M9,set./16,Crinum_americanum,3,2,3,43.5,NA,86,3.6,NA,NA,1
Guaraguacu,M9,set./16,Cyperus_giganteus,1,2,4,135,175,1.2,NA,NA,NA,1
Guaraguacu,M9,set./16,Cyperus_giganteus,2,2,4,66.5,123.2,1,NA,NA,NA,0
Guaraguacu,M9,set./16,Cyperus_giganteus,3,2,4,153,24,208.5,1.3,NA,NA,1
Guaraguacu,M9,set./16,Egeria_densa,1,1,1,35,NA,1.8,0.4,NA,NA,0
Guaraguacu,M9,set./16,Eichhornia_crassipes,1,1,5,12.5,30.5,5.6,7.5,9.7,1.1,1
Guaraguacu,M9,set./16,Eichhornia_crassipes,2,1,5,14,28.2,5.4,5.7,13.1,0.8,2
Guaraguacu,M9,set./16,Eichhornia_crassipes,3,1,5,7.5,5.6,3.7,6.2,6.6,0.9,1
Guaraguacu,M9,set./16,Urochloa_arrecta,1,4,5,68,5.6,11.6,1.9,0,0.3,3
Guaraguacu,M9,set./16,Urochloa_arrecta,2,4,5,32,NA,10.2,1.6,0,0.3,3
Guaraguacu,M9,set./16,Urochloa_arrecta,3,4,5,52,5.6,12.5,2,0,0.4,3
Guaraguacu,PM02,set./16,Commelina_nudiflora,1,1,2,12,NA,5,1,0,0.2,1
Guaraguacu,PM02,set./16,Commelina_nudiflora,2,1,1,14,NA,7,2,0,0.12,4
Guaraguacu,PM02,set./16,Commelina_nudiflora,3,1,2,31,59,5.5,1.5,0,0.15,4
Guaraguacu,PM02,set./16,Eichhornia_crassipes,1,1,1,9,33.6,5.5,8.1,1.8,NA,2
Guaraguacu,PM02,set./16,Eichhornia_crassipes,2,1,1,3.5,11,3,4.5,0.3,NA,2
Guaraguacu,PM02,set./16,Hydrocotyle_leucocephala,1,1,1,0.2,6,3,4,4.5,0.5,0
Guaraguacu,PM02,set./16,Hydrocotyle_leucocephala,2,1,1,5,12,7,7.5,7,0.2,1
Guaraguacu,PM02,set./16,Hydrocotyle_leucocephala,3,1,1,2,26,3.5,4,10,0.1,2
Guaraguacu,PM02,set./16,Lemna_sp,1,1,1,0.01,0.3,0.2,0.35,NA,NA,0
Guaraguacu,PM02,set./16,Lemna_sp,2,1,1,0.01,1.1,0.2,0.25,NA,NA,0
Guaraguacu,PM02,set./16,Lemna_sp,3,1,1,0.01,0.4,0.2,0.4,NA,NA,0
Guaraguacu,PM02,set./16,Ludwigia_helminthorrhiza,1,1,1,0.5,NA,1.1,0.9,0.15,0.2,1
Guaraguacu,PM02,set./16,Ludwigia_peruviana,1,1,2,32,17,6,1.5,0.7,0.3,2
Guaraguacu,PM02,set./16,Ludwigia_peruviana,2,1,2,14,NA,5,1.8,0.5,0.3,1
Guaraguacu,PM02,set./16,Ludwigia_peruviana,3,1,2,24,NA,5.5,2,0.4,0.1,1
Guaraguacu,PM02,set./16,Pistia_stratiotes,1,1,1,0.8,4,2,2.3,0.4,NA,1
Guaraguacu,PM02,set./16,Pistia_stratiotes,2,1,1,1,4,2,2.3,0.4,NA,1
Guaraguacu,PM02,set./16,Pistia_stratiotes,3,1,1,1.5,5,2.2,2.5,0.5,1,0
Guaraguacu,PM02,set./16,Urochloa_arrecta,1,5,5,22.5,NA,7,0.9,0,0.1,3
Guaraguacu,PM02,set./16,Urochloa_arrecta,2,5,5,45,NA,9,1.5,0,0.2,2
Guaraguacu,PM02,set./16,Urochloa_arrecta,3,5,5,65,NA,9.5,1.5,0,0.8,2
Guaraguacu,PM04,set./16,Azolla_caroliniana,1,2,3,0.01,5.5,0.1,0.1,NA,NA,0
Guaraguacu,PM04,set./16,Azolla_caroliniana,2,2,3,0.01,2.7,0.15,0.1,NA,NA,0
Guaraguacu,PM04,set./16,Azolla_caroliniana,3,2,5,0.01,9.5,0.2,0.2,NA,NA,0
Guaraguacu,PM04,set./16,Commelina_nudiflora,1,3,5,10,31.3,5.7,1.5,NA,0.2,1
Guaraguacu,PM04,set./16,Commelina_nudiflora,2,3,5,32.5,21,7.2,2.3,NA,0.3,1
Guaraguacu,PM04,set./16,Commelina_nudiflora,3,3,5,40,37,6.8,2.5,NA,0.3,1
Guaraguacu,PM04,set./16,Eichhornia_crassipes,1,2,4,5.5,20.6,3.2,4.9,4.7,0.4,5
Guaraguacu,PM04,set./16,Eichhornia_crassipes,2,2,3,10.5,39.9,4.1,6.2,8.5,0.7,3
Guaraguacu,PM04,set./16,Eichhornia_crassipes,3,2,2,10.7,41.5,4.6,6.2,15.7,0.8,4
Guaraguacu,PM04,set./16,Eleocharis_tenuissima,1,1,5,15,NA,16.5,0.4,NA,NA,0
Guaraguacu,PM04,set./16,Eleocharis_tenuissima,2,1,5,60,NA,61,0.3,NA,NA,2
Guaraguacu,PM04,set./16,Eleocharis_tenuissima,3,1,5,67,NA,81.5,0.4,NA,NA,0
Guaraguacu,PM04,set./16,Hymenachne_amplexicaulis,1,1,1,33.5,18.7,11.5,3,NA,0.4,1
Guaraguacu,PM04,set./16,Hymenachne_amplexicaulis,2,1,1,36.5,18.4,18,3.4,NA,0.6,3
Guaraguacu,PM04,set./16,Hymenachne_amplexicaulis,3,1,1,48,24.3,16.8,3.3,NA,0.6,2
Guaraguacu,PM04,set./16,Myriophyllum_aquaticum,1,1,2,1.8,3.4,1,0.4,0.3,0.1,0
Guaraguacu,PM04,set./16,Myriophyllum_aquaticum,2,1,2,3,4.3,1.2,0.4,0.2,0.2,0
Guaraguacu,PM04,set./16,Myriophyllum_aquaticum,3,1,1,3.5,6.6,2.1,0.5,0.3,0.3,0
Guaraguacu,PM04,set./16,Nymphaea_sp,1,1,1,0.01,NA,9.5,7.7,26.5,NA,0
Guaraguacu,PM04,set./16,Polygonum_hydropiperoides,1,1,1,7.5,11.5,3,1.3,0.4,0.1,0
Guaraguacu,PM04,set./16,Polygonum_hydropiperoides,2,1,1,9.5,7.5,3.9,1.6,0.3,0.2,1
Guaraguacu,PM04,set./16,Polygonum_hydropiperoides,3,1,1,21,8.1,6,1.7,0.5,0.2,0
Guaraguacu,PM04,set./16,Rhyncosphora_corymbosa,1,4,5,73.5,NA,89.4,1.7,NA,NA,1
Guaraguacu,PM04,set./16,Rhyncosphora_corymbosa,2,4,5,89,NA,80,1.8,NA,NA,0
Guaraguacu,PM04,set./16,Rhyncosphora_corymbosa,3,4,5,104,NA,93.5,1.4,NA,NA,0
Guaraguacu,PM04,set./16,Ricciocarpus_natans,1,1,1,0.01,0.3,0.4,0.4,NA,NA,0
Guaraguacu,PM04,set./16,Ricciocarpus_natans,2,1,1,0.01,0.3,0.4,0.3,NA,NA,0
Guaraguacu,PM04,set./16,Ricciocarpus_natans,3,1,1,0.01,0.8,0.4,0.4,NA,NA,0
Guaraguacu,PM04,set./16,Salvinia_biloba,1,1,1,0.01,4.7,1.3,1.2,0.3,0.1,2
Guaraguacu,PM04,set./16,Salvinia_biloba,2,1,2,0.01,7.4,1.4,1.1,0.2,0.1,4
Guaraguacu,PM04,set./16,Salvinia_biloba,3,1,1,0.5,6.8,1.1,1,0.3,0.1,4
Guaraguacu,PM08,set./16,Commelina_nudiflora,1,1,1,22,13.6,6.9,1.8,0,0.3,5
Guaraguacu,PM08,set./16,Commelina_nudiflora,2,1,1,43,NA,6.4,1.7,0,0.25,4
Guaraguacu,PM08,set./16,Commelina_nudiflora,3,1,1,50,NA,7.4,2.3,0,0.3,5
Guaraguacu,PM08,set./16,Eichhornia_crassipes,1,1,2,12,30.2,6.5,8.7,10.9,1,2
Guaraguacu,PM08,set./16,Eichhornia_crassipes,2,1,3,19,11,10.9,12.8,32.5,1.3,2
Guaraguacu,PM08,set./16,Eichhornia_crassipes,3,1,3,31,25.5,9.5,8.6,30.2,0.7,5
Guaraguacu,PM08,set./16,Hydrocotyle_leucocephala,1,1,2,10,6.5,6.2,7.4,9.7,0.7,1
Guaraguacu,PM08,set./16,Hydrocotyle_leucocephala,2,1,2,14,7.9,4.1,4.8,5.7,0.5,0
Guaraguacu,PM08,set./16,Hydrocotyle_leucocephala,3,1,2,21,24.6,7.4,8.7,31.6,0.6,1
Guaraguacu,PM08,set./16,Ludwigia_grandiflora,1,1,2,6,5.6,2.8,2.3,0.7,0.4,2
Guaraguacu,PM08,set./16,Ludwigia_grandiflora,2,1,1,6,7.4,2.4,1.9,0.8,0.3,0
Guaraguacu,PM08,set./16,Ludwigia_grandiflora,3,1,1,26,4.3,3,2.2,0.9,0.25,1
Guaraguacu,PM08,set./16,Panicum_acuminatum,1,1,1,28,NA,20.9,3.3,1.5,0.7,1
Guaraguacu,PM08,set./16,Panicum_acuminatum,2,1,1,47,44.4,17.6,3.2,1.3,0.5,2
Guaraguacu,PM08,set./16,Panicum_acuminatum,3,1,1,52,8.4,20.1,3.8,1.5,0.6,0
Guaraguacu,PM08,set./16,Pistia_stratiotes,1,1,2,1.6,5.4,3.1,2.4,1.2,0.1,1
Guaraguacu,PM08,set./16,Pistia_stratiotes,2,1,4,3,18.1,6.7,5.9,1.4,0.5,3
Guaraguacu,PM08,set./16,Pistia_stratiotes,3,1,5,3.5,24.2,5.7,5.3,1.4,0.2,1
Guaraguacu,PM08,set./16,Salvinia_biloba,1,1,1,0.2,3.1,1.4,1.4,0.2,0.05,2
Guaraguacu,PM08,set./16,Salvinia_biloba,2,1,1,0.3,2.5,1.4,1.5,0.1,0.05,2
Guaraguacu,PM08,set./16,Urochloa_arrecta,1,5,5,44,NA,10.2,1.4,0,0.3,2
Guaraguacu,PM08,set./16,Urochloa_arrecta,2,5,5,54,NA,9.1,1.6,0,0.35,2
Guaraguacu,PM08,set./16,Urochloa_arrecta,3,5,5,105,NA,11.3,1.3,0,0.3,2
Guaraguacu,PM10,set./16,Alternanthera_limosa,1,1,3,33,3.9,5.5,1.5,0.4,0.5,1
Guaraguacu,PM10,set./16,Alternanthera_limosa,2,1,3,18,0.6,4.6,1.7,0.5,0.45,1
Guaraguacu,PM10,set./16,Alternanthera_limosa,3,1,3,22,7.5,4.25,1.2,0.3,0.4,0
Guaraguacu,PM10,set./16,Apalanthe_sp,1,1,2,26.4,9.6,0.8,0.1,0,0.1,0
Guaraguacu,PM10,set./16,Apalanthe_sp,2,1,2,21.5,3.2,0.9,0.1,0,0.1,0
Guaraguacu,PM10,set./16,Apalanthe_sp,3,1,2,60,2.1,1,0.1,0,0.1,0
Guaraguacu,PM10,set./16,Azolla_caroliniana,1,1,1,0.01,3.6,0.1,0.15,0,0,0
Guaraguacu,PM10,set./16,Azolla_caroliniana,2,1,1,0.01,3,0.1,0.05,0,0,0
Guaraguacu,PM10,set./16,Azolla_caroliniana,3,1,1,0.01,3.7,0.1,0.1,0,0,0
Guaraguacu,PM10,set./16,Eichhornia_crassipes,1,2,5,15,16,7.5,5.2,13.5,1.2,3
Guaraguacu,PM10,set./16,Eichhornia_crassipes,2,2,4,22.5,20.4,6.1,8.1,17.5,0.9,2
Guaraguacu,PM10,set./16,Eichhornia_crassipes,3,2,3,7.5,12.5,7.3,4.7,9.5,0.6,1
Guaraguacu,PM10,set./16,Hydrocotyle_leucocephala,1,3,5,20,14,7.9,6,17.7,0.7,0
Guaraguacu,PM10,set./16,Hydrocotyle_leucocephala,2,3,5,2.5,10.6,0.8,1.1,2.2,0.3,0
Guaraguacu,PM10,set./16,Hydrocotyle_leucocephala,3,3,5,17,19,6.9,9,18,0.6,1
Guaraguacu,PM10,set./16,Lemna_sp,1,1,1,0.01,1.2,0.2,0.3,0,0,0
Guaraguacu,PM10,set./16,Lemna_sp,2,1,1,0.01,1.2,0.2,0.45,0,0,1
Guaraguacu,PM10,set./16,Lemna_sp,3,1,1,0.01,0.8,0.35,0.2,0,0,0
Guaraguacu,PM10,set./16,Ludwigia_erecta,1,1,1,21,16.5,4.5,3.3,0.8,0.4,4
Guaraguacu,PM10,set./16,Ludwigia_erecta,2,1,2,17.5,3.7,3.5,2.3,0.6,0.35,3
Guaraguacu,PM10,set./16,Ludwigia_erecta,3,1,3,3.5,8.7,2.1,1.4,0.4,0.1,1
Guaraguacu,PM10,set./16,Myriophyllum_aquaticum,1,1,1,3.5,23.7,2.4,0.7,0.3,0.2,0
Guaraguacu,PM10,set./16,Myriophyllum_aquaticum,2,1,4,3.5,26.5,2,0.5,0.3,0.25,0
Guaraguacu,PM10,set./16,Myriophyllum_aquaticum,3,1,4,2.5,12.9,1.8,0.7,0.5,0.3,0
Guaraguacu,PM10,set./16,Pistia_stratiotes,1,1,1,4,6.8,3.9,4.6,0.9,0,2
Guaraguacu,PM10,set./16,Pistia_stratiotes,2,1,1,2,6.5,3.5,3,0.8,0,2
Guaraguacu,PM10,set./16,Pistia_stratiotes,3,1,3,1,7.6,2.4,2.4,0.6,0.2,2
Guaraguacu,PM10,set./16,Salvinia_biloba,1,1,2,0.4,5.5,1.5,1.6,0.2,0.1,1
Guaraguacu,PM10,set./16,Salvinia_biloba,2,1,2,0.5,7.3,1.7,1.7,0.3,0.1,0
Guaraguacu,PM10,set./16,Salvinia_biloba,3,1,2,1,3.6,1.8,1.7,0.2,0.05,3
Guaraguacu,PM10,set./16,Urochloa_arrecta,1,5,5,54,7.8,11.1,1.8,0,0.3,4
Guaraguacu,PM10,set./16,Urochloa_arrecta,2,5,5,74.5,12.5,11.8,1.6,0,0.25,4
Guaraguacu,PM10,set./16,Urochloa_arrecta,3,5,5,20,5.7,9.5,1.1,0,0.2,3
Guaraguacu,PM10,set./16,Utricularia_gibba,1,1,1,15.1,NA,0.75,0.01,0,0.05,0
Guaraguacu,PM10,set./16,Utricularia_gibba,2,1,1,10.5,NA,0.7,0.01,0,0.01,0
Guaraguacu,PM10,set./16,Utricularia_gibba,3,1,1,24.5,NA,0.55,0.01,0,0.05,0
Guaraguacu,PM12,set./16,Cyperus_giganteus,1,3,2,174,NA,203.5,1.5,NA,NA,0
Guaraguacu,PM12,set./16,Cyperus_giganteus,2,3,2,129,NA,163,1.6,NA,NA,1
Guaraguacu,PM12,set./16,Cyperus_giganteus,3,3,2,138,NA,155.2,1.2,NA,NA,1
